year,julian-day,standard-time,leaf_width,absorb_par,absorb_nir,emissivity,vcmax,g1,Tair_C,Wind_ms_1,PAR_mol_m2_s,RH_perc,Pressure_kPa,SoilMoist
2023,208,21,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,39.59313,2.388333,0,20.3026,101.3,0.1
2023,208,22,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,38.65283,2.001667,0,22.67144,101.3,0.1
2023,208,23,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,36.78743,0.2534667,0,26.74187,101.3,0.1
2023,209,0,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,35.94606,0.8670999,0,29.28405,101.3,0.1
2023,209,1,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,34.61813,0,0,33.21834,101.3,0.1
2023,209,2,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,34.05504,1.625666,0,35.2685,101.3,0.1
2023,209,3,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,33.16272,0,0,35.73179,101.3,0.1
2023,209,4,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,32.33575,0,0,41.54097,101.3,0.1
2023,209,5,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,31.66467,0,0,39.28599,101.3,0.1
2023,209,6,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,31.7189,0,7.65864332603939,40.34343,101.3,0.1
2023,209,7,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,33.78861,0.2423333,65.0984682713348,33.91515,101.3,0.1
2023,209,8,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,34.97498,1.1041,98.4682713347921,31.08878,101.3,0.1
2023,209,9,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,35.54458,1.513667,79.8687089715536,27.90711,101.3,0.1
2023,209,10,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,35.94653,0.4059333,71.6630196936543,28.87156,101.3,0.1
2023,209,11,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,36.95711,1.801667,351.750547045952,27.08068,101.3,0.1
2023,209,12,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,38.61769,1.150533,385.667396061269,23.84711,101.3,0.1
2023,209,13,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,40.91935,1.721667,385.667396061269,20.65107,101.3,0.1
2023,209,14,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,42.14376,0.4545667,350.109409190372,18.8342,101.3,0.1
2023,209,15,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,42.98681,2.380333,304.704595185996,16.36515,101.3,0.1
2023,209,16,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,43.3362,2.007,240.700218818381,15.24524,101.3,0.1
2023,209,17,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,43.15066,1.953667,158.643326039387,15.18781,101.3,0.1
2023,209,18,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,43.15098,2.540333,87.527352297593,14.19497,101.3,0.1
2023,209,19,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,42.14644,2.513667,20.7877461706783,15.60435,101.3,0.1
2023,209,20,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,40.93785,2.617667,0,16.18293,101.3,0.1
2023,209,21,0.0344,0.8,0.2,0.97,93.88,6.57345434111094,39.42342,0.9748666,0,18.49826,101.3,0.1
