Year,Day,Hour,Solar_Wm2,Rain_mm,Wind_ms.1,Tair_C,D_kPa,RH_Perc
2023,211,18,96.82713347921225,6.32,1.479,41.47598,6.690441219680148,16.19707
2023,211,19,9.299781181619256,0.0,1.052333,40.19232,6.237131240154038,16.37449
2023,211,20,0.0,0.0,0.0,38.79472,5.651803397062154,18.33646
2023,211,21,0.0,0.0,1.151167,37.41275,5.067308558863286,21.10132
2023,211,22,0.0,0.0,1.767,36.73289,4.825156851980004,22.03691
2023,211,23,0.0,0.0,3.031,33.06057,3.399621165552608,32.68702
2023,212,00,0.0,6.32,1.545667,32.026,3.040998325625811,36.17455
2023,212,01,0.0,0.51,0.0,26.92423,1.0763018668486306,69.68761
2023,212,02,0.0,0.0,2.759,27.52752,1.4377009004890633,60.91621
2023,212,03,0.0,0.0,1.884333,27.10725,1.3992526627498638,61.01337
2023,212,04,0.0,0.0,0.8840333,26.87453,1.33522445983989,62.28547
2023,212,05,0.0,0.0,0.6776,26.6531,1.3160509879308688,62.3397
2023,212,06,7.11159737417943,6.32,1.287,26.79685,1.3919312370166377,60.50378
2023,212,07,77.13347921225382,0.0,1.281667,27.73093,1.5390008590555733,58.65676
2023,212,08,166.3019693654267,0.0,1.001367,29.45491,2.0070047504397435,51.21619
2023,212,09,251.09409190371989,0.0,1.497667,30.93671,2.521294265961947,43.70619
2023,212,10,322.75711159737415,0.0,1.196333,31.9119,2.80738053629956,40.69624
2023,212,11,373.0853391684901,0.0,1.336733,33.83244,3.4194911040213336,35.15551
2023,212,12,397.7024070021882,6.32,0.9703,34.569,3.6987998737746524,32.67546
2023,212,13,394.9671772428884,0.0,1.777667,36.18874,4.320214856658798,28.0857
2023,212,14,365.9737417943107,0.0,1.532333,36.72261,4.56585752660327,26.18514
2023,212,15,312.36323851203497,0.0,1.398533,37.85198,4.978548393224743,24.30876
2023,212,16,227.0240700218818,0.0,1.274767,38.30824,5.0708852616862945,24.78386
2023,212,17,164.11378555798686,0.0,1.2434,38.68349,5.329830705503241,22.52629
2023,212,18,65.64551422319474,6.32,1.967,38.3274,5.250402015763052,22.20161
2023,212,19,18.052516411378555,0.0,2.015,38.07811,5.280618831573557,20.69284
2023,212,20,0.0,0.0,2.593667,36.96852,4.986812486975788,20.45431
2023,212,21,0.0,0.0,1.868333,36.29625,4.671672246392616,22.69224
2023,212,22,0.0,0.0,3.588333,35.59769,4.354498002653095,25.1221
2023,212,23,0.0,0.0,4.839,30.44246,2.486421567526991,42.8954
2023,213,00,0.0,6.32,1.1921,31.38223,3.015791719976411,34.35123
2023,213,01,0.0,0.0,2.135,28.32287,1.9373347769661113,49.72038
2023,213,02,0.0,0.0,1.372333,28.78381,2.0615747103005786,47.90825
2023,213,03,0.0,0.0,1.516333,27.83255,1.7130642944905232,54.25294
2023,213,04,0.0,0.0,1.1521,27.47104,1.6992953408132037,53.65191
2023,213,05,0.0,0.0,0.7427,27.08014,1.5940998241473594,55.51374
2023,213,06,7.11159737417943,6.32,0.2327667,26.93101,1.5163154321761074,57.31231
2023,213,07,79.32166301969364,0.0,0.8556333,28.82222,1.9209805555034927,51.56865
2023,213,08,169.03719912472647,0.0,2.097667,30.61852,2.47833101986375,43.65135
2023,213,09,253.82932166301967,0.0,1.588333,32.08973,3.1357908215010966,34.42171
2023,213,10,325.49234135667393,0.0,0.6329,33.2535,3.615721952431769,29.17852
2023,213,11,375.27352297592995,0.0,1.4492,35.09339,4.109033755683899,27.3494
2023,213,12,399.890590809628,6.32,1.761667,36.66388,4.674766086348286,24.18158
2023,213,13,397.1553610503282,0.0,1.0583,37.60126,4.966072272205151,23.4651
2023,213,14,335.33916849015316,0.0,1.051867,38.33983,5.280410184435952,21.80944
2023,213,15,291.57549234135666,0.0,1.595867,39.04459,5.66024331846614,19.30554
2023,213,16,264.7702407002188,0.0,2.775,39.51457,5.773672209543634,19.73632
2023,213,17,176.1487964989059,0.0,2.556333,39.35632,5.883860322851428,17.50847
2023,213,18,86.43326039387308,6.32,1.631,39.17884,5.708154548056292,19.20676
2023,213,19,15.86433260393873,0.0,1.831,38.06131,5.306003054813093,20.23917
2023,213,20,0.0,0.0,1.447,37.07278,4.987111484253894,20.90027
2023,213,21,0.0,0.0,0.6680333,36.55151,4.760313435098364,22.31841
2023,213,22,0.0,0.0,0.0,35.41277,4.32822380281821,24.81156
2023,213,23,0.0,0.0,0.6898333,34.35789,3.9817205890391696,26.67114
2023,214,00,0.0,6.32,1.476333,34.92086,4.166901919118636,25.61982
2023,214,01,0.0,0.0,1.671,34.35544,3.9863780058132305,26.57537
2023,214,02,0.0,0.0,2.505666,33.84043,3.7746216558322305,28.453
2023,214,03,0.0,0.0,1.679,33.34215,3.57516793621995,30.31973
2023,214,04,0.0,0.0,2.063,32.99234,3.5048587093027774,30.33703
2023,214,05,0.0,0.0,1.857667,32.56834,3.393473403899952,30.92351
2023,214,06,6.017505470459518,6.32,0.0,31.86803,3.188278073259485,32.48262
2023,214,07,68.38074398249452,0.0,0.6899999,32.60463,3.3756088330203893,31.42743
2023,214,08,160.28446389496716,0.0,1.051867,34.37981,3.9479960258793088,27.38074
2023,214,09,232.49452954048138,0.0,1.193667,35.05898,4.084531296509702,27.64511
2023,214,10,310.17505470459514,0.0,1.683867,35.78335,4.315099518514103,26.55387
2023,214,11,302.5164113785558,0.0,0.7974333,37.01638,4.713824271932098,25.00471
2023,214,12,398.7964989059081,6.32,0.9191666,38.07801,5.131879505860506,22.92627
2023,214,13,283.91684901531727,0.0,1.385367,39.67261,5.818171192963584,19.7985
2023,214,14,384.5733041575492,0.0,3.020333,39.98744,5.96527124772314,19.14146
2023,214,15,305.2516411378556,0.0,2.951,40.68895,6.406346771331884,16.34355
2023,214,16,235.77680525164112,0.0,3.041667,40.98085,6.591747077405982,15.24406
2023,214,17,168.4901531728665,0.0,2.521667,40.83821,6.535877111564166,15.325
2023,214,18,85.88621444201313,6.32,3.236333,39.92672,6.148316413937669,16.38993
2023,214,19,14.22319474835886,0.0,2.663,38.88052,5.746259400829359,17.35389
2023,214,20,0.0,0.0,1.921667,38.07415,5.454395776282341,18.06542
2023,214,21,0.0,0.0,0.1443,37.24584,5.124186761775762,19.48831
2023,214,22,0.0,0.0,0.237,35.65984,4.535046329576547,22.28387
2023,214,23,0.0,0.0,0.4395,35.3301,4.3722606594794255,23.6994
2023,215,00,0.0,6.32,1.604333,34.74137,4.14601633807022,25.25327
