year,julian-day,standard-time,solar,rain,wind,T-air,T-soil,D-MD,P0,P1,P2,P3,P4,P5,P-PD,P-MD,E-MD,GW,leaf-air-vpd,leaftemp,leaf-air-temp-diff,Anet-la,ci,PPFD,S-P-MD,S-E-MD,S-GW,S-leaf-air-vpd,S-leaftempt,S-Anet-la,S-ci,S-PPFD,S-E-tree,Anet-tree,Pcrit,Ecrit,P-leaf,P-stem,P-root,K-stem,K-leaf,K-plant,K-xylem,K-root-1,K-root-2,K-root-3,K-root-4,K-root-5,K-root-all,E-root-1,E-root-2,E-root-3,E-root-4,E-root-5,water-content,water-content-delta,end-rain,end-ground-water,end-E,end-drainage,end-soil-evap,end-ET,end-Anet-la,end-total-water-input,end-PLC-plant,end-PLC-xylem,end-runoff
2023,229,11,369.25601750547,0.0,1.553667,38.7156,36.11,5.338861657361,0.031073063367,0.510744055103,0,0,0,0,0.526604055103,2.020258457476,6.036033095234,126.748686190032,4.613576423169,36.675134290398,-2.040465709602,9.300224154452,29.253620710888,464.733093651583,2.034748041067,6.107045249296,120.935157038274,4.892244323824,37.484479794652,8.489430009629,29.746175916653,464.733093651583,6.059494536357,9.032348896435,2.958034421785,7.988867331928,2.020683245838,1.680387636561,1.330563825676,972.218694577227,954.128855628852,217.31502738816,242.089609055587,486.843009504671,0,0,0,0,486.843009504671,6.053465681791,0,0,0,0,46.024521946199,-1.679979807527,0.0,0,1.44066612064,0,0.232663325546,1.673329446185,38.585720672753,0.0,7.916578380408,0.055233107524,0
2023,229,12,394.967177242888,3.16,1.996333,39.69071,38.29,5.859622762703,0.047649069397,0.547126437691,0,0,0,0,0.562986437691,1.998310221167,5.62771320938,103.964261905279,5.244178382289,38.060325790585,-1.630384209415,7.642712966702,29.231619267679,497.092286839175,2.013528289043,5.680972324926,99.379310430751,5.538042288699,38.85576650223,6.857577529482,29.930585252709,497.092286839175,5.644864481016,7.389872283626,2.942932925079,7.509535292012,1.999118309439,1.681842697261,1.354610555936,972.218694577227,954.128855628853,210.789707214293,242.089378638002,486.842077665891,0,0,0,0,486.842077665891,5.643966532705,0,0,0,0,44.340523642502,-1.683998303697,0.0,0,1.417485449825,0,0.259969498473,1.677454948298,32.516456027167,0.0,10.206783694438,0.055233107524,0
2023,229,13,391.684901531729,0.0,1.633667,40.45317,40.25,6.230932862341,0.015762908976,0.526923877572,0,0,0,0,0.542783877572,2.026061910787,5.911761825627,104.667950677402,5.471832325913,38.503465312303,-1.949704687697,7.282464072993,29.842751971818,492.961326006717,2.035969977331,5.965020941173,99.381813025711,5.814797973419,39.408475010413,6.382819001856,30.671374749212,492.961326006717,5.929248469731,6.987082277445,2.918152900366,7.775830869743,2.026085119224,1.692795596021,1.349847510654,972.218694577227,954.128855628856,214.387436912636,242.089378638002,486.842077665891,0,0,0,0,486.842077665891,5.928835505989,0,0,0,0,45.91733323928,1.576809596778,3.16,0,1.320491869423,0,0.256602917367,1.577094786791,26.603540221055,3.16,12.9030053634,0.055328233588,0
2023,229,14,358.862144420131,0.0,2.281667,42.12154,41.92,6.93145200525,0.020385088463,0.564176571837,0,0,0,0,0.580036571837,2.008564316641,5.503441939772,85.793646212453,6.214537836795,40.442122550582,-1.679417449418,5.189315715583,31.251516100777,451.651717682132,2.024331340378,5.574454093834,82.526644433568,6.543916204856,41.231645659919,4.480396875394,32.211079277338,451.651717682132,5.528336437908,4.940792360975,3.041914181592,7.278745791312,2.008833458802,1.698563932697,1.37820751689,972.218694577227,954.128855628854,207.193276091213,242.087401949726,486.834083754238,0,0,0,0,486.834083754238,5.519336356935,0,0,0,0,44.295983112317,-1.621350126963,0.0,0,1.387017247695,0,0.227930170302,1.614947417997,25.153496198801,0.0,11.41644585164,0.055328233588,0
2023,229,15,306.892778993435,0.0,2.223,42.40334,43.12,7.084785090711,0.026630024536,0.602513805635,0,0,0,0,0.618373805635,1.946569591158,4.93605482882,75.340363422986,6.347194946929,40.699126713258,-1.704213286742,4.69866506203,30.960352541735,389.134964222496,1.960498195624,4.980792485879,72.245974918815,6.679044933614,41.484284229157,4.024600424825,31.992278874883,371.105783085823,4.953665542318,4.433323513437,2.890746374861,6.710648558819,1.948232772428,1.669951033595,1.380987216011,972.218694577227,954.128855628851,199.657740892359,242.087141513506,486.833030535726,0,0,0,0,486.833030535726,4.950310582816,0,0,0,0,42.789220406118,-1.506762706199,0.0,0,1.293232697126,0,0.207560225645,1.500792922771,17.786852499511,0.0,14.389028311946,0.056144293599,0
2023,229,16,245.62363238512,0.0,0.8049667,42.77151,43.77,7.268702225057,0.033322268742,0.640216217316,0,0,0,0,0.656076217316,1.935668656974,4.548328467644,72.211437382275,6.10204497055,40.058409772534,-2.713100227466,4.994627653632,29.905932702805,342.299897909452,1.920697879991,4.503590810585,66.818002975968,6.529726722217,41.097178350389,3.768213097805,31.885338109855,248.548914549784,4.527366928421,4.41999906319,2.915718829908,6.158884121761,1.937172893228,1.680750142944,1.413238588977,972.218694577227,954.12885562885,190.977269620845,242.082886573927,486.815823648655,0,0,0,0,486.815823648655,4.561464434305,0,0,0,0,41.470893456288,-1.31832694983,0.0,0,1.158801082731,0,0.154176643006,1.312977725737,15.959964648372,0.0,17.502664539598,0.056251812618,0
2023,229,17,168.490153172867,0.0,2.804333,42.8709,43.82,7.381408023042,0.038821247994,0.677792577971,0,0,0,0,0.693652577971,1.828551916995,3.897942351025,56.491920493432,6.684649577762,41.304484242261,-1.566415757739,3.699969481851,30.474178992392,315.38914147376,1.710528851392,3.54812701183,49.561462173825,6.935609300934,41.883230684907,1.529760093676,35.842068617763,136.792480972406,3.688787755712,2.402401263794,3.004401299706,5.622032237055,1.831336162893,1.611580464682,1.380053707788,972.218694577226,954.128855628846,184.300147800909,242.082886573927,486.815823648655,0,0,0,0,486.815823648655,3.909199946263,0,0,0,0,40.311147806112,-1.159745650176,0.0,0,1.059077899741,0,0.095778865624,1.154856765365,15.911996627485,0.0,21.089381224059,0.058008430533,0
2023,229,18,48.140043763676,3.16,2.015,41.55751,43.39,6.814868557239,0.04145022992,0.710859094444,0,0,0,0,0.726719094444,0.726719094444,0.0,0.0,6.441629587336,40.675561344163,-0.881948655837,0.0,40.626201705389,123.122210451566,0.726719094444,0.0,0.0,6.756859843955,41.423019537307,0.0,40.626201705389,47.180365358958,0.0,0.0,2.88342753809,5.15977625312,0.726719094444,0.726719094444,0.710859094444,972.218694577226,954.128855628846,184.300147800909,242.082886573927,486.815823648655,0,0,0,0,486.815823648655,0.0,0,0,0,0,39.405308355599,-0.905839450514,0.0,0,0.862910749377,0,0.038945357455,0.901856106832,8.648644549658,0.0,23.848326388054,0.058008430533,0
2023,229,19,6.01750547046,0.0,1.884333,40.83335,42.36,6.528136011533,0.015762908976,0.623471164354,0,0,0,0,0.639331164354,0.639331164354,0.0,0.0,6.03025187801,39.601660130996,-1.231689869004,-2.583014526796,40.626201705389,0.0,0.639331164354,0.0,0.0,6.405589619849,40.537304110529,-2.75608455202,40.626201705389,0.0,0.0,-2.669549539408,0.639331164354,0.0,0.639331164354,0.639331164354,0.623471164354,972.218694577226,954.128855628846,184.300147800909,242.082886573927,486.815823648655,0,0,0,0,486.815823648655,0.0,0,0,0,0,42.565308355599,3.16,3.16,0,0.0,0,0.0,0.0,0.0,3.16,23.848326388054,0.058008430533,0
2023,229,20,0.0,0.0,2.892333,37.41716,40.68,4.813418559744,0.015767663242,0.623461857832,0,0,0,0,0.639321857832,0.639321857832,0.0,0.0,4.523160528244,36.570445533949,-0.846714466051,-2.093525223574,40.626201705389,0.0,0.639321857832,0.0,0.0,4.731491420358,37.181857021062,-2.184155313777,40.626201705389,0.0,0.0,-2.138840268676,0.639321857832,0.0,0.639321857832,0.639321857832,0.623461857832,972.218694577226,954.128855628846,184.300147800909,242.082886573927,486.815823648655,0,0,0,0,486.815823648655,0.0,0,0,0,0,42.565308355599,0.0,0.0,0,0.0,0,0.0,0.0,-9.610378341869,0.0,23.848326388054,0.058008430533,0
2023,229,21,0.0,0.0,0.887,37.10418,39.09,4.716031117482,0.015772416609,0.623452557538,0,0,0,0,0.639312557538,0.639312557538,0.0,0.0,4.24624424356,35.691583415243,-1.412596584756,-1.969798542799,40.626201705389,0.0,0.639312557538,0.0,0.0,4.582477590366,36.712864255382,-2.114294249088,40.626201705389,0.0,0.0,-2.042046395943,0.639312557538,0.0,0.639312557538,0.639312557538,0.623452557538,972.218694577226,954.128855628846,184.300147800909,242.082886573927,486.815823648655,0,0,0,0,486.815823648655,0.0,0,0,0,0,42.565308355599,0.0,0.0,0,0.0,0,0.0,0.0,-7.699824967232,0.0,23.848326388054,0.058008430533,0
