treatment,GW_avg,GW_stderr,E-MD_avg,E-MD_stderr
Pre-water stress,110.27222222222223,2.951416315163773,6.58847880677431,0.16191052684657894
Water stress,25.944444444444443,2.5446014485794497,2.193528047257684,0.1902640130354686
Post-water stress,77.86666666666666,3.502844459118851,4.631652422330718,0.17801358419907717
