treatment,GW_avg,GW_stderr,E-MD_avg,E-MD_stderr
Pre-water stress,130.2486338797814,3.910376267121541,7.372031553269284,0.1918983740592094
Water stress,14.055555555555555,1.460111424194725,1.2487598872874448,0.11102406175996003
Post-water stress,72.13888888888889,4.352805155083155,4.234276172973024,0.21735710490326218
