treatment,GW_avg,GW_stderr,E-MD_avg,E-MD_stderr
Pre-water stress,178.15573770491804,6.226661717049065,9.238173233754226,0.2583653734060382
Water stress,23.31111111111111,2.4629917175784484,1.9584752797197456,0.18576448011996458
Post-water stress,118.00549450549451,7.16772822622373,6.244259309990546,0.3302958426583839
