year,julian-day,standard-time,Solar_Wm2,Rain_mm,Wind_ms.1,Tair_C,Tsoil_C,D_kPa,GW,E-MD,P-PD,P-MD,leaftemp
2023,203,20,0.0,0.25,1.708333,41.27249,40.450000000000045,6.832812862142319,,,,,
2023,203,21,0.0,0.0,1.625667,40.86066,38.629999999999995,6.6559224694668355,,,,,
2023,203,22,0.0,0.25,0.6409,39.85554,37.0,6.202974698246658,,,,,
2023,203,23,0.0,0.25,3.193667,36.77354,35.47000000000003,4.730015840800024,,,,,
2023,204,0,0.0,6.32,3.940333,33.17683,34.04000000000002,3.4674732192672915,,,,,
2023,204,1,0.0,0.25,2.316333,31.65544,32.76000000000005,2.9397978962222164,,,,,
2023,204,2,0.0,0.25,1.703,31.81832,31.52000000000004,3.05844878374133,,,,,
2023,204,3,0.0,0.25,1.251867,31.84092,30.360000000000017,3.103594198667559,,,,,
2023,204,4,0.0,0.0,0.1278333,31.48617,29.33000000000004,3.0082755824598157,,,,,
2023,204,5,0.0,0.0,0.2434333,30.97327,28.430000000000007,2.860930456286026,,,,,
2023,204,6,9.299781181619256,6.32,0.0,30.18922,27.77000000000004,2.629466606962863,,,,,
2023,204,7,71.1159737417943,0.25,0.0,32.56622,28.140000000000043,3.2339091573369756,,,,,
2023,204,8,100.109409190372,0.25,0.9878666,33.66879,29.590000000000032,3.56087320766479,,,,,
2023,204,9,225.9299781181619,0.25,1.247,35.75719,31.32000000000005,4.3056949077906275,,,,,
2023,204,10,333.15098468271333,0.0,1.215,36.57027,33.22000000000003,4.523607815439653,,,,,
2023,204,11,369.2560175054704,0.25,1.615,38.10953,35.23000000000002,5.227287112936627,,,,,
2023,204,12,160.83150984682712,6.83,1.174533,38.17046,37.21000000000003,5.282164203339609,,,,,
2023,204,13,390.0437636761488,0.25,2.185667,40.20126,39.04000000000002,6.13138193300629,,,,,
2023,204,14,353.9387308533917,0.25,2.193667,40.78608,40.670000000000016,6.432105200115925,,,,,
2023,204,15,308.53391684901527,0.51,1.791,41.45925,41.94,6.736099811143347,,,,,
2023,204,16,234.13566739606125,0.25,1.3441,41.51565,42.75,6.7299093638783685,,,,,
2023,204,17,163.5667396061269,0.25,1.347867,41.70552,43.06,6.831057099801995,,,,,
2023,204,18,80.96280087527352,6.57,2.073667,41.44337,42.870000000000005,6.6967261695938785,,,,,
2023,204,19,19.14660831509847,0.0,1.170767,40.56924,42.23000000000002,6.336459825019485,,,,,
2023,204,20,0.0,0.25,2.228333,39.48326,40.650000000000034,5.913027868964753,,,,,
2023,204,21,0.0,0.0,1.919,38.62019,38.860000000000014,5.574411319513964,,,,,
2023,204,22,0.0,0.25,1.897667,38.02283,37.26000000000005,5.4103768025839685,,,,,
2023,204,23,0.0,0.0,1.831,37.31332,35.74000000000001,5.081235361189876,,,,,
2023,205,0,0.0,6.57,1.569667,36.40103,34.33000000000004,4.725087038264627,,,,,
2023,205,1,0.0,0.25,0.1832,35.65631,33.07000000000005,4.445924251560214,,,,,
2023,205,2,0.0,0.0,0.1587333,33.94537,31.870000000000005,3.83433081412122,,,,,
2023,205,3,0.0,0.0,0.0,32.33801,30.760000000000048,3.2699310459186615,,,,,
2023,205,4,0.0,0.0,0.1709667,32.42161,29.760000000000048,3.3254564940539195,,,,,
2023,205,5,0.0,0.25,0.0,32.13239,28.910000000000025,3.3176422426723406,,,,,
2023,205,6,7.11159737417943,6.57,0.0,31.70535,28.29000000000002,3.1512083281137606,,,,,
2023,205,7,74.39824945295405,0.25,0.8249,33.65981,28.710000000000036,3.72124353916384,,,,,
2023,205,8,168.4901531728665,0.25,1.180333,35.41286,30.160000000000025,4.306220800034065,,,,,
2023,205,9,248.35886214442013,0.0,0.5764333,37.20166,31.910000000000025,4.865469250473407,,,,,
2023,205,10,315.6455142231947,0.0,1.207633,37.68935,33.85000000000002,5.045024154383671,,,,,
2023,205,11,367.0678336980306,0.25,1.732333,39.13122,35.900000000000034,5.5984087381261265,,,,,
2023,205,12,393.3260393873085,6.32,1.346767,40.43063,37.920000000000016,6.166160616334717,,,,,
2023,205,13,387.308533916849,0.25,1.403867,42.0329,39.79000000000002,6.896565106773449,,,,,
2023,205,14,361.0503282275711,0.25,0.9207333,42.72633,41.450000000000045,7.291686871705135,,,,,
2023,205,15,322.2100656455142,0.25,1.913667,43.62305,42.76000000000005,7.703627492013597,,,,,
2023,205,16,258.20568927789935,0.25,0.8382333,42.96806,43.60000000000002,7.393898822871835,,,,,
2023,205,17,166.84901531728664,0.0,2.121667,43.82639,43.93000000000001,7.830680228999531,,,,,5.745348843484906
2023,205,18,22.428884026258203,6.57,1.455,42.19779,43.74000000000001,7.10995994017193,,,,,3.2815803272881254
2023,205,19,11.48796498905908,0.25,3.647,39.67791,43.07000000000005,5.848239779125923,,,,,0.8182603497665067
2023,205,20,0.0,0.0,3.265667,38.94353,41.44,5.712006096591425,,,,,0.8111891134487561
2023,205,21,0.0,0.25,1.849667,38.85775,39.59000000000003,5.717713693889068,,,,,0.3924000226526215
2023,205,22,0.0,0.25,1.201667,38.53541,37.94,5.651176042900902,,,,,0.3535573189424551
2023,205,23,0.0,0.25,0.0,37.62996,36.370000000000005,5.29776241879461,,,,,0.503804966673063
2023,206,0,0.0,6.57,0.0,35.69482,34.900000000000034,4.5835852484922555,,,,,1.499914812395837
2023,206,1,0.0,0.0,1.191,34.77562,33.59000000000003,4.259104291604946,,,,,0.8452366532516209
2023,206,2,0.0,0.25,0.9783,34.06855,32.33000000000004,3.98015285953671,,,,,0.37001501471036197
2023,206,3,0.0,0.0,1.348333,33.36382,31.140000000000043,3.695668449099208,,,,,0.5973924821905428
2023,206,4,0.0,0.25,0.5573,32.14143,30.090000000000032,3.2687334839421287,,,,,0.9935304614241987
2023,206,5,0.0,0.25,1.183,31.91322,29.19,3.2223307487690898,,,,,0.48703182647543614
2023,206,6,8.752735229759299,6.57,0.8614333,31.26022,28.54000000000002,3.0132961498196855,,,,,1.6516204164395647
2023,206,7,79.32166301969364,0.25,1.447,33.07912,28.90000000000003,3.527729555850548,,,,,1.2869149156024255
2023,206,8,166.3019693654267,0.25,0.9867666,34.84526,30.30000000000001,4.041223231782918,,,,,2.171833582738582
2023,206,9,248.9059080962801,0.25,0.7229334,36.52399,32.02000000000004,4.620729148166899,,,,,3.2488566364868188
2023,206,10,321.1159737417943,0.25,1.372333,38.33313,33.93000000000001,5.353134544938984,,,,,3.6012711350131332
2023,206,11,369.8030634573304,0.25,0.8040333,40.47663,36.0,6.2285971032494,,,,,6.254948929536605
2023,206,12,398.24945295404814,6.57,2.273667,41.66925,38.05000000000001,6.7744725515131226,,,,,6.366663394414514
2023,206,13,391.1378555798687,0.0,2.457667,42.85283,39.96000000000003,7.311346361599344,,,,0.0409157089403964,6.814575270045162
2023,206,14,365.9737417943107,0.0,1.273667,43.44913,41.68000000000001,7.633427671250129,,,,0.0409157089403964,6.733292285353429
2023,206,15,315.09846827133475,0.0,3.204333,44.42491,43.04000000000002,8.165780818435053,,,,0.0409157089403964,6.221330243605461
2023,206,16,246.1706783369803,0.25,2.039,44.4362,43.920000000000016,8.183638523222436,,,,0.0409157089403964,5.901150546950802
2023,206,17,169.58424507658643,0.25,1.873667,44.84504,44.29000000000002,8.465246572610893,,,,0.0409157089403964,5.565950053674576
2023,206,18,88.62144420131291,6.57,2.129667,44.31581,44.129999999999995,8.170713459192287,,,,,4.388114629314051
2023,206,19,25.71115973741794,0.25,2.004333,43.58532,43.49000000000001,7.888207833708243,,,,,3.628357449008816
2023,206,20,0.0,0.25,1.980333,42.36499,41.74000000000001,7.273721861319101,,,,,1.5315759857088396
2023,206,21,0.0,0.0,1.817667,41.53223,39.81,6.920745376614222,,,,,0.2725089193239582
2023,206,22,0.0,0.0,2.263,40.69918,38.07000000000005,6.581465576605623,,,,,0.32490169453406975
2023,206,23,0.0,0.0,2.423,39.80951,36.43000000000001,6.181195378975802,,,,,0.2454134832843927
2023,207,0,0.0,6.57,2.444333,38.78339,34.910000000000025,5.777079187108261,,,,,0.39962482405376215
2023,207,1,0.0,0.0,2.513667,37.69836,33.56,5.3652682694534,,,,,0.46043457732885423
2023,207,2,0.0,0.0,1.481667,36.6044,32.28000000000003,4.964987532621406,,,0.0574108003776292,,0.11853269591129534
2023,207,3,0.0,0.25,1.777667,36.71379,31.100000000000023,5.024966284799888,,,0.0574108003776292,,0.30257230540814317
2023,207,4,0.0,0.25,0.0,33.87327,30.04000000000002,3.982852533604326,,,0.0574108003776292,,0.6969536888807211
2023,207,5,0.0,0.0,0.389,33.11979,29.110000000000017,3.735009205250875,,,,,0.31360803561133455
2023,207,6,7.658643326039387,6.57,0.4021667,32.78991,28.420000000000016,3.659260622832697,,,,,0.5356771415694348
2023,207,7,77.13347921225382,0.0,1.345667,34.28344,28.75,4.109487452829757,,,,,2.540681229731724
2023,207,8,160.28446389496716,0.0,1.633667,35.60695,30.220000000000027,4.4545543057185,,,,,1.8062668684333443
2023,207,9,242.88840262582056,0.0,1.828333,36.98588,31.99000000000001,4.940305356568529,,,,,3.4538171314905757
2023,207,10,315.6455142231947,0.25,0.9480333,38.61115,33.920000000000016,5.549983062185475,,,,,5.286662463218171
2023,207,11,364.8796498905908,0.25,1.836333,40.85836,35.950000000000045,6.49899437410622,,,,,6.549404553087248
2023,207,12,390.0437636761488,6.32,2.012333,42.7177,37.950000000000045,7.316125745679027,,,,,6.078151674463032
2023,207,13,392.77899343544857,0.0,2.927,43.1221,39.79000000000002,7.4632106288233615,,,,,6.00780973215512
2023,207,14,363.78555798687086,0.0,3.337667,44.23066,41.450000000000045,7.939874709784972,,,,,5.626738496776896
2023,207,15,315.6455142231947,0.25,3.225667,44.23517,42.77000000000004,8.002652804054748,,,,,5.217340744521528
2023,207,16,246.71772428884023,0.25,3.076333,44.92183,43.629999999999995,8.315951363519893,,,,,4.908829063817334
2023,207,17,167.3960612691466,0.0,2.961667,44.80225,43.97000000000003,8.341548950134618,,,,,4.672789775467574
2023,207,18,86.43326039387308,6.32,3.444333,44.08777,43.83000000000004,7.992777039327773,,,,,3.755610802519345
2023,207,19,20.787746170678336,0.25,2.596333,43.13803,43.28000000000003,7.585865378965218,,,,,2.057452915621647
2023,207,20,0.0,0.25,2.300333,41.8431,41.80000000000001,6.868311924634345,,,,,1.2809789783041494
2023,207,21,0.0,0.0,1.879,41.23882,40.09000000000003,6.539500739661587,,,,,0.3460155859412769
2023,207,22,0.0,0.25,3.913666,37.55269,38.57000000000005,4.843212951008914,,,,,0.464965436503466
2023,207,23,0.0,0.0,1.4343,25.53395,37.33000000000004,0.9687934756249876,,,,,3.049659231548902
2023,208,0,0.0,6.32,2.092333,29.28571,36.14000000000004,2.0287460385883778,,,,,0.40819944354970206
2023,208,1,0.0,0.0,1.0947,29.23123,35.08000000000004,2.0216490964082627,,,,,0.26742155057939077
2023,208,2,0.0,0.0,0.0,30.47169,33.83000000000004,2.5185141945031604,,,,,0.3802630668366302
2023,208,3,0.0,0.0,1.876333,31.71215,32.55000000000001,2.931385689699028,,,,,0.35632048174962583
2023,208,4,0.0,0.25,1.601667,29.88873,31.410000000000025,2.224816643297528,,,,,0.3003539578563925
2023,208,5,0.0,0.0,0.4457667,29.55659,30.33000000000004,2.1883207761062673,,,,,0.26054887120406817
2023,208,6,4.9234135667396055,6.57,0.0,28.95782,29.430000000000007,1.8895991410530255,,,,,0.6185640052342427
2023,208,7,53.61050328227571,0.0,1.182533,30.53947,29.629999999999995,2.2998671040654095,,,,,0.795177428538526
2023,208,8,160.83150984682712,0.25,1.601667,32.57528,30.950000000000045,2.98826284009486,,,,,1.7584327437481664
2023,208,9,166.84901531728664,0.0,2.044333,33.682,32.73000000000002,3.5225873913329004,,,,,2.545979673917291
2023,208,10,321.1159737417943,0.25,1.1041,36.06108,34.47000000000003,4.2412616878389064,,,,,4.242346890915116
2023,208,11,365.9737417943107,0.0,1.225667,38.1027,36.48000000000002,5.025999566596345,,,,,5.8389234269439
2023,208,12,391.68490153172866,6.32,1.919,39.18689,38.46000000000003,5.65507824255951,,,,,6.167493123512291
2023,208,13,395.5142231947483,0.0,1.6812,40.85384,40.28000000000003,6.34904948687207,,,,,6.8816836343192325
2023,208,14,190.37199124726476,0.0,1.098767,40.83811,41.900000000000034,6.424262690416292,,,,,6.664860811964278
2023,208,15,234.13566739606125,0.25,2.556333,41.96547,43.14000000000004,6.929253375593947,,,,,4.914471342009085
2023,208,16,236.32385120350108,0.0,2.191,42.8513,43.900000000000034,7.3855306930642355,,,,,4.476548415273279
2023,208,17,167.3960612691466,0.25,2.812333,43.14439,44.150000000000034,7.561991853638035,,,,,4.58507652997355
2023,208,18,88.62144420131291,6.32,2.172333,42.92901,43.920000000000016,7.397524716756408,,,,,3.4053025877718572
2023,208,19,14.22319474835886,0.0,2.684333,41.53147,43.25,6.798243614614897,,,,,2.2643790539571778
2023,208,20,0.0,0.0,1.508333,40.38776,41.44,6.280720503311058,,,,,0.9331044574812766
2023,208,21,0.0,0.0,2.388333,39.59313,39.60000000000002,5.757083478148678,,,,,0.25609359338224014
2023,208,22,0.0,0.25,2.001667,38.65283,37.98000000000002,5.311069632134975,,,,,0.27244920889694646
2023,208,23,0.0,0.0,0.2534667,36.78743,36.450000000000045,4.547488146008329,,,,,0.19040839567324006
2023,209,0,0.0,6.32,0.8670999,35.94606,35.02000000000004,4.192018881058244,,,,,0.254330353224755
2023,209,1,0.0,0.0,0.0,34.61813,33.76000000000005,3.6789885681688217,,,,,0.21697596970303193
2023,209,2,0.0,0.0,1.625666,34.05504,32.55000000000001,3.456156832282083,,,,,0.2677385451731382
2023,209,3,0.0,0.0,0.0,33.16272,31.410000000000025,3.264497589352463,,,,,0.3611662656292418
2023,209,4,0.0,0.25,0.0,32.33575,30.40000000000003,2.834470503724166,,,,,0.31001152052325726
2023,209,5,0.0,0.0,0.0,31.66467,29.510000000000048,2.8341692737492648,,,,,0.6823789793278892
2023,209,6,7.658643326039387,6.32,0.0,31.7189,28.82000000000005,2.793381393286202,,,,,0.618130822953939
2023,209,7,65.0984682713348,0.25,0.2423333,33.78861,29.19,3.4763868070972213,,,,,1.1990800044796246
2023,209,8,98.46827133479212,0.0,1.1041,34.97498,30.65000000000003,3.8721003999222585,,,,,1.881822824512749
2023,209,9,79.8687089715536,0.0,1.513667,35.54458,32.410000000000025,4.180289676008115,,,,,2.970884608520304
2023,209,10,71.66301969365426,0.0,0.4059333,35.94653,34.360000000000014,4.216580015924307,,,,,3.388737386022791
2023,209,11,351.75054704595186,0.0,1.801667,36.95711,36.420000000000016,4.568554618642921,,,,,3.716299763013128
2023,209,12,385.66739606126913,6.32,1.150533,38.61769,38.46000000000003,5.220432813757267,,,,,6.005949282645858
2023,209,13,385.66739606126913,0.25,1.721667,40.91935,40.34000000000003,6.151158972366513,,,,,7.044337011285833
2023,209,14,350.109409190372,0.0,0.4545667,42.14376,42.02000000000004,6.711698234203705,,,,,7.099507905481898
2023,209,15,304.70459518599563,0.0,2.380333,42.98681,43.29000000000002,7.227894334172601,,,,,6.42983656201973
2023,209,16,240.70021881838073,0.0,2.007,43.3362,44.05000000000001,7.459285850756892,,,,,5.549846844733646
2023,209,17,158.6433260393873,0.0,1.953667,43.15066,44.27000000000004,7.39254720183304,,,,,5.097235770493652
2023,209,18,87.527352297593,6.32,2.540333,43.15098,44.03000000000003,7.479211594421224,,,,,3.9020688194121553
2023,209,19,20.787746170678336,0.0,2.513667,42.14644,43.39000000000004,6.979760496172386,,,,,3.0839674701823405
2023,209,20,0.0,0.0,2.617667,40.93785,41.69,6.503901001502401,,,,,0.9802905910275493
2023,209,21,0.0,0.0,0.9748666,39.42342,39.96000000000003,5.834192926117832,,,,,0.28372207225683804
2023,209,22,0.0,0.0,1.199633,38.40236,38.44,5.566732604479827,,,,,0.299189381018586
2023,209,23,0.0,0.0,1.628333,35.34266,37.03000000000003,4.232804088179754,,,,,0.5356954758602512
2023,210,0,0.0,6.32,1.418767,34.73117,35.75,4.123379697623454,,,,,0.4236891549237508
2023,210,1,0.0,0.0,0.1618667,33.87493,34.610000000000014,3.8101857200667184,,,,,0.44591599144746297
2023,210,2,0.0,0.0,1.588333,34.36406,33.410000000000025,3.999666784145828,,,,,0.35176849123901077
2023,210,3,0.0,0.0,0.0,33.26576,32.24000000000001,3.6400512723698215,,,,,0.5344539937436822
2023,210,4,0.0,0.0,1.444333,33.67334,31.200000000000045,3.7397645861790414,,,,,0.6216280468024494
2023,210,5,0.0,0.25,1.1212,33.66659,30.25,3.807888068373228,,,,,0.609771620011484
2023,210,6,2.735229759299781,6.32,0.04046667,32.84637,29.49000000000001,3.4343418822619207,,,,,0.6898434087323212
2023,210,7,39.38730853391685,0.0,0.2312,33.62892,29.80000000000001,3.6232069127489903,,,,,1.5537460492996564
2023,210,8,71.1159737417943,0.0,1.436333,33.87532,31.140000000000043,3.659344810901008,,,,,1.786265057919136
2023,210,9,224.835886214442,0.0,1.240733,36.52166,32.77000000000004,4.612634741891806,,,,,2.7083201831182566
2023,210,10,195.84245076586433,0.0,1.588333,36.86354,34.58000000000004,4.799488554879313,,,,,3.9256152838940865
2023,210,11,396.0612691466083,0.0,1.500333,38.65627,36.52000000000004,5.3628237060975685,,,,,5.112592297455374
2023,210,12,405.3610503282275,6.32,1.004033,40.08135,38.44,5.968265792006372,,,,,6.252744397462607
2023,210,13,390.0437636761488,0.0,1.689667,40.86965,40.21000000000003,6.320534362369039,,,,,6.959149681226455
2023,210,14,363.2385120350109,0.0,2.143,41.82962,41.75,6.7283596998314925,,,,,6.915689073197466
2023,210,15,311.816192560175,0.0,3.260333,42.6248,42.910000000000025,7.1126324730721,,,,,6.405595210439075
2023,210,16,243.43544857768052,0.0,2.380333,43.23455,43.60000000000002,7.423708893584371,,,,,5.646894848372104
2023,210,17,164.66083150984682,0.0,1.881667,42.83281,43.78000000000003,7.26459468045953,,,,,4.91080893992471
2023,210,18,101.75054704595183,6.32,2.236333,43.18567,43.51000000000005,7.4540741417631375,,,,,4.08273805184707
2023,210,19,28.44638949671772,0.0,2.497667,42.25652,42.860000000000014,7.025766094696939,,,,,3.2554599436092664
2023,210,20,0.0,0.0,1.916333,41.13875,41.150000000000034,6.551936361638848,,,,,1.389098428637959
2023,210,21,0.0,0.0,2.241667,40.74883,39.410000000000025,6.412496333059783,,,,,0.18675593103775362
2023,210,22,0.0,0.0,0.4619333,39.48053,37.879999999999995,5.842391566825977,,,,,0.3090756829285965
2023,210,23,0.0,0.0,1.204333,38.80293,36.43000000000001,5.569271177487271,,,,,0.4633063541305901
2023,211,0,0.0,6.32,0.6449667,37.88002,35.09000000000003,5.186744886457674,,,,,0.37925731517152195
2023,211,1,0.0,0.0,0.9494333,38.29976,33.900000000000034,5.432862508981211,,,,,0.6860413819718002
2023,211,2,0.0,0.0,0.04046667,37.23193,32.82000000000005,5.042992985862648,,,,,0.344339141609612
2023,211,3,0.0,0.0,0.1171667,35.48863,31.840000000000032,4.281432580035487,,,,,0.5734278022946235
2023,211,4,0.0,0.0,1.983,35.45539,30.960000000000036,4.298724113469195,,,,,0.6223499372896568
2023,211,5,0.0,0.0,0.1011667,34.56608,30.230000000000015,3.887986451230277,,,,,0.6402885634184343
2023,211,6,6.017505470459518,6.32,0.08093333,34.08577,29.69,3.725832924847984,,,,,0.9807536784421355
2023,211,7,36.65207877461707,0.0,1.900333,33.86566,30.090000000000032,3.612914830327011,,,,,1.5409448760780224
2023,211,8,86.43326039387308,0.0,1.777667,33.80403,31.450000000000045,3.5132701710665235,,,,,1.5584242397726993
2023,211,9,177.78993435448575,0.0,2.761667,34.66816,33.110000000000014,3.807270346660706,,,,,2.1022930602347314
2023,211,10,331.50984682713346,0.0,2.639,36.23647,34.94,4.283229641047334,,,,,4.192350176213815
2023,211,11,173.96061269146608,0.0,2.121667,35.93777,36.900000000000034,4.162749791685886,,,,,5.563470389763728
2023,211,12,274.617067833698,6.32,3.279,36.80402,38.84000000000003,4.614197988754529,,,,,4.082970732199778
2023,211,13,351.75054704595186,0.0,2.401666,37.93555,40.660000000000025,5.041689100729749,,,,,4.8306676557179955
2023,211,14,392.2319474835886,0.0,1.823,39.40825,42.33000000000004,5.620393848133264,,,,,5.925303320881088
2023,211,15,263.1291028446389,0.0,0.7069333,40.14016,43.629999999999995,6.020824066725897,,,,,6.56101554639219
2023,211,16,251.09409190371989,0.0,2.060333,41.06672,44.43000000000001,6.473201943330394,,,,,5.891107234166128
2023,211,17,173.41356673960613,0.0,2.148333,41.86804,44.610000000000014,6.857347005955116,,,,,5.516536504003216
2023,211,18,96.82713347921224,6.32,1.479,41.47598,44.26000000000005,6.690441219680148,,,,,4.224565066370738
2023,211,19,9.299781181619256,0.0,1.052333,40.19232,43.46000000000003,6.237131240154038,,,,,3.0505983019729093
2023,211,20,0.0,0.0,0.0,38.79472,41.610000000000014,5.651803397062154,,,,,1.4774198605827844
