year,julian-day,standard-time,leaftemp,logger.id,Tair_C
2023,213,1,30.67,1,28.32287
2023,213,2,29.52,1,28.78381
2023,213,3,28.76,1,27.83255
2023,213,4,28.14,1,27.47104
2023,213,5,27.69,1,27.08014
2023,213,6,27.03,1,26.93101
2023,213,7,28.3,1,28.82222
2023,213,8,33.36,1,30.61852
2023,213,9,40.44,1,32.08973
2023,213,10,47.55,1,33.2535
2023,213,11,52.43,1,35.09339
2023,213,12,53.49,1,36.66388
2023,213,13,56.19,1,37.60126
2023,213,14,57.72,1,38.33983
2023,213,15,56.11,1,39.04459
2023,213,16,51.48,1,39.51457
2023,213,17,50.82,1,39.35632
2023,213,18,47.9,1,39.17884
2023,213,19,44.6,1,38.06131
2023,213,20,39.08,1,37.07278
2023,213,21,35.04,1,36.55151
2023,213,22,32.7,1,35.41277
2023,213,23,31.16,1,34.35789
2023,214,0,31.37,1,34.92086
2023,214,1,31.86,1,34.35544
2023,214,2,31.9,1,33.84043
2023,214,3,32.08,1,33.34215
2023,214,4,31.86,1,32.99234
2023,214,5,31.69,1,32.56834
2023,214,6,31.05,1,31.86803
2023,214,7,30.95,1,32.60463
2023,214,8,36.32,1,34.37981
2023,214,9,43.66,1,35.05898
2023,214,10,50.37,1,35.78335
2023,214,11,54.51,1,37.01638
2023,214,12,53.2,1,38.07801
2023,214,13,56.58,1,39.67261
2023,214,14,55.11,1,39.98744
2023,214,15,55.72,1,40.68895
2023,214,16,53.85,1,40.98085
2023,214,17,52.29,1,40.83821
2023,214,18,48.38,1,39.92672
2023,214,19,44.28,1,38.88052
2023,214,20,39.08,1,38.07415
2023,214,21,35.75,1,37.24584
2023,214,22,33.66,1,35.65984
2023,214,23,32.08,1,35.3301
2023,215,0,31.65,1,34.74137
2023,215,1,31.44,1,33.84055
2023,215,2,30.88,1,33.1921
2023,215,3,30.88,1,32.85995
2023,215,4,30.64,1,32.3311
2023,215,5,29.55,1,30.98005
2023,215,6,28.82,1,30.57107
2023,215,7,29.72,1,32.3606
2023,215,8,34.38,1,32.94712
2023,215,9,41.62,1,34.94655
2023,215,10,49.05,1,36.36091
2023,215,11,54.14,1,38.29921
2023,215,12,55.72,1,39.022
2023,215,13,58.05,1,40.33106
2023,215,14,58.47,1,40.37727
2023,215,15,55.03,1,41.11134
2023,215,16,54.96,1,41.62411
2023,215,17,53.63,1,41.2696
2023,215,18,49.54,1,41.03686
2023,215,19,45.03,1,39.88258
2023,215,20,39.44,1,38.53931
2023,215,21,35.36,1,37.42692
2023,215,22,32.7,1,36.65768
2023,215,23,31.62,1,35.37902
2023,216,0,30.26,1,34.15916
2023,216,1,28.95,1,32.634
2023,216,2,27.12,1,30.38805
2023,216,3,26.59,1,28.51944
2023,216,4,25.46,1,26.68282
2023,216,5,23.96,1,25.75682
2023,216,6,23.27,1,26.80524
2023,216,7,25.52,1,29.2985
2023,216,8,32.48,1,32.46232
2023,216,9,41.62,1,34.57076
2023,216,10,49.11,1,36.82166
2023,216,11,54.58,1,38.13946
2023,216,12,55.33,1,39.42632
2023,216,13,58.13,1,41.03454
2023,216,14,59.16,1,41.19265
2023,216,15,58.56,1,41.87479
2023,216,16,56.26,1,42.10067
2023,216,17,55.56,1,42.52757
2023,216,18,51.42,1,41.96288
2023,216,19,46.4,1,40.98174
2023,216,20,39.57,1,37.96871
2023,216,21,33.25,1,37.10261
2023,216,22,30.5,1,35.33635
2023,216,23,29.52,1,37.54842
2023,217,0,31.65,1,36.29045
2023,217,1,31.9,1,34.9695
2023,217,2,31.55,1,32.76416
2023,217,3,29.95,1,32.34478
2023,217,4,28.14,1,30.73828
2023,217,5,26.47,1,27.47189
2023,217,6,24.57,1,26.18748
2023,217,7,25.25,1,30.43699
2023,217,8,32.44,1,32.22508
2023,217,9,41.86,1,34.95406
2023,217,10,49.8,1,36.76699
2023,217,11,54.51,1,38.14336
2023,217,12,55.72,1,39.76739
2023,217,13,58.56,1,41.53598
2023,217,14,59.34,1,42.32436
2023,217,15,58.64,1,42.92059
2023,217,16,55.87,1,43.32264
2023,217,17,54.36,1,43.2481
2023,217,18,49.8,1,42.38976
2023,217,19,45.24,1,41.35817
2023,217,20,40.07,1,39.94354
2023,217,21,35.87,1,38.80135
2023,217,22,32.73,1,34.53737
2023,217,23,29.58,1,36.24469
2023,218,0,28.89,1,36.11815
2023,218,1,29.62,1,34.66981
2023,218,2,30.88,1,34.64737
2023,218,3,31.47,1,34.59467
2023,218,4,31.16,1,32.35368
2023,218,5,29.45,1,29.24023
2023,218,6,26.19,1,27.17418
2023,218,7,26.62,1,30.31328
2023,218,8,33.21,1,33.0543
2023,218,9,42.16,1,35.11327
2023,218,10,49.54,1,36.29423
2023,218,11,54.14,1,37.17246
2023,218,12,54.73,1,38.72171
2023,218,13,56.98,1,39.72682
2023,218,14,56.98,1,40.67766
2023,218,15,56.98,1,41.73093
2023,218,16,57.22,1,41.99281
2023,218,17,55.11,1,42.34235
2023,218,18,50.43,1,41.50001
2023,218,19,45.96,1,39.88811
2023,218,20,40.4,1,39.36082
2023,218,21,37.86,1,38.87384
2023,218,22,37.35,1,38.27172
2023,218,23,36.94,1,37.52648
2023,219,0,35.63,1,36.54558
2023,219,1,34.77,1,35.66665
2023,219,2,34.0,1,34.74963
2023,219,3,33.66,1,33.69264
2023,219,4,32.84,1,32.43497
2023,219,5,31.83,1,31.7528
2023,219,6,30.95,1,31.1608
2023,219,7,31.16,1,32.05556
2023,219,8,35.84,1,32.96759
2023,219,9,43.4,1,34.24927
2023,219,10,49.86,1,35.03081
2023,219,11,53.49,1,36.91008
2023,219,12,54.36,1,38.24644
2023,219,13,56.98,1,39.23213
2023,219,14,57.06,1,40.56253
2023,219,15,55.87,1,40.89676
2023,219,16,54.14,1,41.11134
2023,219,17,53.13,1,40.61637
2023,219,18,49.42,1,40.88105
2023,219,19,44.71,1,39.6005
2023,219,20,39.71,1,38.84158
2023,219,21,36.77,1,38.45084
2023,219,22,36.0,1,37.77523
2023,219,23,35.8,1,37.13074
2023,220,0,35.16,1,35.95976
2023,220,1,34.04,1,34.91708
2023,220,2,33.43,1,33.96308
2023,220,3,32.88,1,33.08382
2023,220,4,31.79,1,32.94805
2023,220,5,31.55,1,32.32445
2023,220,6,30.46,1,30.90774
2023,220,7,30.22,1,25.83967
2023,220,8,29.22,1,27.55915
2023,220,9,35.52,1,30.83544
2023,220,10,45.73,1,33.85997
2023,220,11,51.35,1,35.46358
2023,220,12,48.26,1,37.16555
2023,220,13,56.11,1,38.24528
