"TIMESTAMP","RECORD","DateTime(1)","DateTime(9)","DateTime(4)","DateTime(5)","Target","BattVolt_Avg","Pnl_Tmp_Avg","WindSpeed_Avg","AirT_Avg","AirRH_Avg","mV_tpile_Avg(1)","mV_tpile_Avg(2)","TbodyC_Avg(1)","TbodyC_Avg(2)","TtarRC_Avg","TtarHC_Avg","TadjH_Avg","T_Diffrns_Avg","PID_out_Avg","PID_lmt_Avg","ScldOut_Avg","TrelayBox_Avg"
"2023-08-04 03:15:00",4249,2023,216,3,15,3,12.90971,26.25415,0,27.8913,29.03688,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.94486
"2023-08-04 03:20:00",4250,2023,216,3,20,3,12.90861,25.97837,0,27.71506,27.90035,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.66834
"2023-08-04 03:25:00",4251,2023,216,3,25,3,12.90953,25.71253,0,27.36936,28.51719,"NAN",-2.49712,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.4674
"2023-08-04 03:30:00",4252,2023,216,3,30,3,12.90787,25.44202,0,27.10499,30.27961,"NAN",-2.412431,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.29464
"2023-08-04 03:35:00",4253,2023,216,3,35,3,12.90658,25.17528,0,26.9875,30.08303,"NAN",-2.334399,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.02725
"2023-08-04 03:40:00",4254,2023,216,3,40,3,12.90629,24.91539,0,26.72577,30.0832,"NAN",-2.171126,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.76671
"2023-08-04 03:45:00",4255,2023,216,3,45,3,12.90602,24.67252,0,26.45801,29.7232,"NAN",-2.180772,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.52324
"2023-08-04 03:50:00",4256,2023,216,3,50,3,12.90325,24.43794,0,26.43139,28.83634,"NAN",-2.068954,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.40318
"2023-08-04 03:55:00",4257,2023,216,3,55,3,12.90579,24.22406,0,26.65908,29.6235,"NAN",-1.945281,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.29299
"2023-08-04 04:00:00",4258,2023,216,4,0,3,12.90582,24.01907,0,26.68282,30.46918,"NAN",-1.830756,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.19726
"2023-08-04 04:05:00",4259,2023,216,4,5,3,12.90394,23.84699,0,26.59538,30.98474,"NAN",-1.813847,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.12907
"2023-08-04 04:10:00",4260,2023,216,4,10,3,12.9031,23.721,0,26.95741,31.73523,"NAN",-1.75578,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.22772
"2023-08-04 04:15:00",4261,2023,216,4,15,3,12.90187,23.62115,0,26.77691,31.3218,"NAN",-1.650035,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.12774
"2023-08-04 04:20:00",4262,2023,216,4,20,3,12.90154,23.51827,0,26.4562,30.47218,"NAN",-1.646861,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.02476
"2023-08-04 04:25:00",4263,2023,216,4,25,3,12.90211,23.41111,0,26.11959,30.3728,"NAN",-1.647251,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.91748
"2023-08-04 04:30:00",4264,2023,216,4,30,3,12.90158,23.29205,0,25.89141,31.26774,"NAN",-1.577188,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.7983
"2023-08-04 04:35:00",4265,2023,216,4,35,3,12.90177,23.17103,0,25.71519,33.38076,"NAN",-1.628531,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.67715
"2023-08-04 04:40:00",4266,2023,216,4,40,3,12.90141,23.04466,0,25.70166,33.33331,"NAN",-1.657817,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.55065
"2023-08-04 04:45:00",4267,2023,216,4,45,3,12.90086,22.92861,0,25.81015,31.74688,"NAN",-1.516206,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.43447
"2023-08-04 04:50:00",4268,2023,216,4,50,3,12.9016,22.81293,0,25.75366,31.99322,"NAN",-1.451421,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.31867
"2023-08-04 04:55:00",4269,2023,216,4,55,3,12.90105,22.71021,0,25.65198,32.88361,"NAN",-1.554401,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.21584
"2023-08-04 05:00:00",4270,2023,216,5,0,3,12.9014,22.6081,0,25.75682,33.25695,"NAN",-1.586594,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.11361
"2023-08-04 05:05:00",4271,2023,216,5,5,3,12.90138,22.51389,0,25.71243,32.43022,"NAN",-1.528416,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.04129
"2023-08-04 05:10:00",4272,2023,216,5,10,3,12.89997,22.42924,0,25.65985,34.05706,"NAN",-1.462302,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.09949
"2023-08-04 05:15:00",4273,2023,216,5,15,3,12.89972,22.36365,0,25.6962,33.04132,"NAN",-1.419399,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.13828
"2023-08-04 05:20:00",4274,2023,216,5,20,3,12.90043,22.31665,0,26.17521,30.88297,"NAN",-1.449036,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.26162
"2023-08-04 05:25:00",4275,2023,216,5,25,3,12.90094,22.30761,0.02023333,26.41193,31.56855,"NAN",-1.463035,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.36795
"2023-08-04 05:30:00",4276,2023,216,5,30,3,12.90007,22.3287,0.1358333,26.65043,31.26174,"NAN",-1.436052,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.63617
"2023-08-04 05:35:00",4277,2023,216,5,35,3,12.89911,22.37856,0,26.68543,31.3064,"NAN",-1.5,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.75736
"2023-08-04 05:40:00",4278,2023,216,5,40,3,12.90098,22.44596,0.01756667,26.60424,32.73484,"NAN",-1.483289,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.93447
"2023-08-04 05:45:00",4279,2023,216,5,45,3,12.90189,22.50831,0,26.57158,32.60099,"NAN",-1.513276,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.00224
"2023-08-04 05:50:00",4280,2023,216,5,50,3,12.90661,22.58626,0,26.46017,32.75773,"NAN",-1.478273,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.98685
"2023-08-04 05:55:00",4281,2023,216,5,55,3,12.91391,22.6511,0,26.55154,32.2305,"NAN",-1.483737,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",22.98032
"2023-08-04 06:00:00",4282,2023,216,6,0,3,12.9226,22.71759,0,26.80524,30.81268,"NAN",-1.534574,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.04677
"2023-08-04 06:05:00",4283,2023,216,6,5,3,12.93178,22.7978,0,27.11377,30.59748,"NAN",-1.588218,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.25305
"2023-08-04 06:10:00",4284,2023,216,6,10,3,12.9425,22.9097,0.2647667,27.39558,29.59376,"NAN",-1.595665,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.43063
"2023-08-04 06:15:00",4285,2023,216,6,15,3,12.95401,23.06431,0.0527,27.59174,29.52802,"NAN",-1.668042,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.72205
"2023-08-04 06:20:00",4286,2023,216,6,20,3,12.96628,23.26434,0.4655333,27.67961,29.45785,"NAN",-1.676875,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",23.92179
"2023-08-04 06:25:00",4287,2023,216,6,25,3,12.97969,23.49425,1.349133,27.96192,27.65438,"NAN",-1.730734,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.32098
"2023-08-04 06:30:00",4288,2023,216,6,30,3,12.99291,23.81552,0.722,28.44768,26.80235,"NAN",-1.74468,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",24.96422
"2023-08-04 06:35:00",4289,2023,216,6,35,3,13.00817,24.18701,0.03513334,28.6623,27.22266,"NAN",-1.795413,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",25.28023
"2023-08-04 06:40:00",4290,2023,216,6,40,3,13.02318,24.5329,0.6917333,28.89689,26.92418,"NAN",-1.905252,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",25.51617
"2023-08-04 06:45:00",4291,2023,216,6,45,3,13.03981,24.87699,0.3681333,28.81167,28.23877,"NAN",-2.025695,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",25.88136
"2023-08-04 06:50:00",4292,2023,216,6,50,3,13.05622,25.22416,0.6030999,29.09112,26.91196,"NAN",-2.214026,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",26.1624
"2023-08-04 06:55:00",4293,2023,216,6,55,3,13.0735,25.56357,1.193667,29.24015,25.55479,"NAN",-2.308191,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",26.58827
"2023-08-04 07:00:00",4294,2023,216,7,0,3,13.08992,25.93409,0.7615333,29.2985,25.47511,"NAN",-2.576842,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",27.07768
"2023-08-04 07:05:00",4295,2023,216,7,5,3,13.10586,26.33089,0.2556666,29.62382,25.18667,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",27.40286
"2023-08-04 07:10:00",4296,2023,216,7,10,3,13.12105,26.72807,0.8642666,29.93646,24.64046,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",27.81539
"2023-08-04 07:15:00",4297,2023,216,7,15,3,13.13835,27.12577,1.255,30.16601,23.71782,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",28.30441
"2023-08-04 07:20:00",4298,2023,216,7,20,3,13.15645,27.5426,0.9985333,30.40719,23.42062,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",28.82862
"2023-08-04 07:25:00",4299,2023,216,7,25,3,13.17257,27.96523,0.5930666,30.6531,23.08938,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",29.26635
"2023-08-04 07:30:00",4300,2023,216,7,30,3,13.18725,28.39434,0.1683,31.41657,22.37667,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",29.62395
"2023-08-04 07:35:00",4301,2023,216,7,35,3,13.20286,28.84694,1.075867,31.59718,21.38922,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",30.14566
"2023-08-04 07:40:00",4302,2023,216,7,40,3,13.23062,29.29533,0.7191666,31.75298,21.55684,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",30.59284
"2023-08-04 07:45:00",4303,2023,216,7,45,3,13.3169,29.75087,1.100333,32.05795,20.82004,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",31.04715
"2023-08-04 07:50:00",4304,2023,216,7,50,3,13.44053,30.21371,0.6617666,32.29516,20.82932,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",31.53568
"2023-08-04 07:55:00",4305,2023,216,7,55,3,13.59324,30.70337,1.375,32.41263,20.25881,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",32.09399
"2023-08-04 08:00:00",4306,2023,216,8,0,3,13.73693,31.15687,1.236967,32.46232,19.87918,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",32.47091
"2023-08-04 08:05:00",4307,2023,216,8,5,3,13.84015,31.59223,1.276333,32.74023,19.26517,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",32.88359
"2023-08-04 08:10:00",4308,2023,216,8,10,3,13.9049,32.02699,1.372333,32.91322,18.8674,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",33.31718
"2023-08-04 08:15:00",4309,2023,216,8,15,3,13.89129,32.44804,1.620333,33.06395,18.52382,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",33.69421
"2023-08-04 08:20:00",4310,2023,216,8,20,3,13.87771,32.86359,1.567,33.38722,18.18769,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",33.99076
"2023-08-04 08:25:00",4311,2023,216,8,25,3,13.87493,33.29609,1.388333,33.74571,17.68812,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",34.42225
"2023-08-04 08:30:00",4312,2023,216,8,30,3,13.85234,33.70425,1.468333,33.92537,17.60552,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",34.84553
"2023-08-04 08:35:00",4313,2023,216,8,35,3,13.83164,34.09827,1.897667,33.82349,17.35788,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",35.19049
"2023-08-04 08:40:00",4314,2023,216,8,40,3,13.80954,34.46269,1.556333,33.82423,17.31226,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",35.42581
"2023-08-04 08:45:00",4315,2023,216,8,45,3,13.79214,34.80782,1.289667,34.22354,16.71165,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",35.77025
"2023-08-04 08:50:00",4316,2023,216,8,50,3,13.78015,35.16795,1.410767,34.52251,16.63152,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",36.12965
"2023-08-04 08:55:00",4317,2023,216,8,55,3,13.7529,35.5289,1.391,34.51712,16.34778,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",36.48989
"2023-08-04 09:00:00",4318,2023,216,9,0,3,13.73729,35.87667,1.681667,34.57076,16.54708,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",36.70373
"2023-08-04 09:05:00",4319,2023,216,9,5,3,13.71968,36.20329,1.304733,34.60265,16.61586,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",37.00313
"2023-08-04 09:10:00",4320,2023,216,9,10,3,13.70536,36.51521,1.391,34.62337,16.4867,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",37.31453
"2023-08-04 09:15:00",4321,2023,216,9,15,3,13.69263,36.81953,1.3521,34.79358,16.2252,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",37.49594
"2023-08-04 09:20:00",4322,2023,216,9,20,3,13.68111,37.14803,0.9991666,35.07654,16.34574,-1.674346,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",37.925
"2023-08-04 09:25:00",4323,2023,216,9,25,3,13.66313,37.4827,1.447,35.50946,16.05292,-0.937252,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",38.28039
"2023-08-04 09:30:00",4324,2023,216,9,30,3,13.66593,37.80758,1.073667,35.70274,15.95009,-0.2224037,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",38.60473
"2023-08-04 09:35:00",4325,2023,216,9,35,3,13.63444,38.1403,1.154767,35.76702,15.80511,0.6095676,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",38.93689
"2023-08-04 09:40:00",4326,2023,216,9,40,3,13.63081,38.4712,0.4468667,36.14798,15.89744,1.427937,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",39.28845
"2023-08-04 09:45:00",4327,2023,216,9,45,3,13.61269,38.82259,1.524333,36.21072,15.13873,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",39.66046
"2023-08-04 09:50:00",4328,2023,216,9,50,3,13.59976,39.14099,0.7943,36.364,15.13771,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",39.93595
"2023-08-04 09:55:00",4329,2023,216,9,55,3,13.58843,39.46429,0.9862999,36.76297,15.03581,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",40.25872
"2023-08-04 10:00:00",4330,2023,216,10,0,3,13.57205,39.79972,1.2903,36.82166,14.92634,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",40.5936
"2023-08-04 10:05:00",4331,2023,216,10,5,3,13.57156,40.12339,1.404333,36.80967,14.79097,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",40.77934
"2023-08-04 10:10:00",4332,2023,216,10,10,3,13.32318,40.38508,1.157433,36.88374,14.4611,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",41.01955
"2023-08-04 10:15:00",4333,2023,216,10,15,3,13.16421,40.64942,0.6573666,36.86765,14.06876,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",41.28354
"2023-08-04 10:20:00",4334,2023,216,10,20,3,13.12721,40.92595,0.6111,37.11141,14.03068,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",41.55971
"2023-08-04 10:25:00",4335,2023,216,10,25,3,13.10948,41.2259,0.4128333,37.31644,13.93507,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",41.90144
"2023-08-04 10:30:00",4336,2023,216,10,30,3,13.09509,41.53542,0.6035666,37.68211,13.35858,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",42.27905
"2023-08-04 10:35:00",4337,2023,216,10,35,3,13.08597,41.84893,0.4997333,38.04735,13.21942,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",42.56573
"2023-08-04 10:40:00",4338,2023,216,10,40,3,13.07849,42.15717,0.5006667,38.28716,13.07948,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",42.94721
"2023-08-04 10:45:00",4339,2023,216,10,45,3,13.07222,42.46104,1.505667,38.31755,13.04983,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.1454
"2023-08-04 10:50:00",4340,2023,216,10,50,3,13.06747,42.69299,1.497667,37.72933,13.41147,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.18245
"2023-08-04 10:55:00",4341,2023,216,10,55,3,13.06185,42.85701,1.0136,37.79652,13.25801,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.17277
"2023-08-04 11:00:00",4342,2023,216,11,0,3,13.05793,43.01704,1.740333,38.13946,12.94721,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.31166
"2023-08-04 11:05:00",4343,2023,216,11,5,3,13.05292,43.11607,1.580333,37.89529,12.88418,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.17399
"2023-08-04 11:10:00",4344,2023,216,11,10,3,13.04995,43.18904,1.268333,38.16393,12.59406,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.19963
"2023-08-04 11:15:00",4345,2023,216,11,15,3,13.04791,43.26164,1.500967,38.52523,12.68643,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.27748
"2023-08-04 11:20:00",4346,2023,216,11,20,3,13.04441,43.33265,1.433667,38.40771,12.4832,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.33272
"2023-08-04 11:25:00",4347,2023,216,11,25,3,13.04164,43.38544,0.7011333,38.51157,12.07144,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.38551
"2023-08-04 11:30:00",4348,2023,216,11,30,3,13.03906,43.47875,1.143633,38.71709,11.90413,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.62598
"2023-08-04 11:35:00",4349,2023,216,11,35,3,13.03814,43.58132,1.500333,38.80517,11.73183,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.61817
"2023-08-04 11:40:00",4350,2023,216,11,40,3,13.03538,43.63728,1.249833,38.92036,11.62255,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.72139
"2023-08-04 11:45:00",4351,2023,216,11,45,3,13.03281,43.73774,1.502533,39.11235,11.4236,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.89539
"2023-08-04 11:50:00",4352,2023,216,11,50,3,13.0295,43.8068,2.119,39.18463,11.15404,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.96443
"2023-08-04 11:55:00",4353,2023,216,11,55,3,13.02894,43.8446,1.2423,39.25013,11.06944,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.00222
"2023-08-04 12:00:00",4354,2023,216,12,0,3,13.02784,43.92601,1.4961,39.42632,10.41802,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.09409
"2023-08-04 12:05:00",4355,2023,216,12,5,3,13.02729,44.00222,1.302533,39.56184,10.30297,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.31724
"2023-08-04 12:10:00",4356,2023,216,12,10,3,13.02545,44.13055,0.9938333,39.93227,10.06921,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.56087
"2023-08-04 12:15:00",4357,2023,216,12,15,3,13.02361,44.28681,1.244333,40.21688,9.855505,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.88999
"2023-08-04 12:20:00",4358,2023,216,12,20,3,13.02251,44.45317,1.364333,40.18299,9.831482,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.07186
"2023-08-04 12:25:00",4359,2023,216,12,25,3,13.01956,44.60951,1.956333,40.56246,10.05543,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.22276
"2023-08-04 12:30:00",4360,2023,216,12,30,3,13.01901,44.7352,1.012967,40.36821,10.39923,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.2069
"2023-08-04 12:35:00",4361,2023,216,12,35,3,13.01864,44.85516,1.535,40.44275,10.01932,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.32675
"2023-08-04 12:40:00",4362,2023,216,12,40,3,13.01699,44.95796,1.998533,40.32981,10.08491,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.32473
"2023-08-04 12:45:00",4363,2023,216,12,45,3,13.01625,45.01399,1.431,40.85384,9.899171,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.24979
"2023-08-04 12:50:00",4364,2023,216,12,50,3,13.0157,45.09352,0.7602666,41.15877,9.638195,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.40259
"2023-08-04 12:55:00",4365,2023,216,12,55,3,13.0146,45.19759,1.137667,41.31688,9.658666,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.57988
"2023-08-04 13:00:00",4366,2023,216,13,0,3,13.01386,45.31356,1.457667,41.03454,9.477103,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.78471
"2023-08-04 13:05:00",4367,2023,216,13,5,3,13.01202,45.4278,0.8067,41.12941,9.719272,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.94068
"2023-08-04 13:10:00",4368,2023,216,13,10,3,13.01165,45.53994,1.434767,41.05261,9.927881,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",46.13636
"2023-08-04 13:15:00",4369,2023,216,13,15,3,13.0111,45.62308,2.311,41.12037,9.937074,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",46.14621
"2023-08-04 13:20:00",4370,2023,216,13,20,3,13.01018,45.63814,2.719,41.1407,9.693876,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.68003
"2023-08-04 13:25:00",4371,2023,216,13,25,3,13.00926,45.62308,2.353667,41.40497,9.322709,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.56032
"2023-08-04 13:30:00",4372,2023,216,13,30,3,13.00706,45.57067,2.215,40.79737,9.644126,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.37178
"2023-08-04 13:35:00",4373,2023,216,13,35,3,13.0065,45.52006,2.409667,41.12941,9.279539,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.44681
"2023-08-04 13:40:00",4374,2023,216,13,40,3,13.00669,45.49114,1.519633,41.18813,9.483287,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.41265
"2023-08-04 13:45:00",4375,2023,216,13,45,3,13.00558,45.49475,1.6561,41.38916,9.19252,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.72509
"2023-08-04 13:50:00",4376,2023,216,13,50,3,13.00558,45.53452,1.3863,41.41627,9.196218,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.97931
"2023-08-04 13:55:00",4377,2023,216,13,55,3,13.00522,45.61404,1.425667,41.19265,9.347487,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",46.08492
"2023-08-04 14:00:00",4378,2023,216,14,0,3,13.00503,45.69214,1.498767,41.19265,9.407126,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",46.05314
"2023-08-04 14:05:00",4379,2023,216,14,5,3,13.00411,45.73379,1.624733,41.43885,9.144975,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.96401
"2023-08-04 14:10:00",4380,2023,216,14,10,3,13.00446,45.74825,1.413433,41.46589,9.119867,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.98893
"2023-08-04 14:15:00",4381,2023,216,14,15,3,13.00254,45.82378,1.260333,41.62801,9.070882,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",46.13763
