"TIMESTAMP","RECORD","DateTime(1)","DateTime(9)","DateTime(4)","DateTime(5)","Target","BattVolt_Avg","Pnl_Tmp_Avg","WindSpeed_Avg","AirT_Avg","AirRH_Avg","mV_tpile_Avg(1)","mV_tpile_Avg(2)","TbodyC_Avg(1)","TbodyC_Avg(2)","TtarRC_Avg","TtarHC_Avg","TadjH_Avg","T_Diffrns_Avg","PID_out_Avg","PID_lmt_Avg","ScldOut_Avg","TrelayBox_Avg"
"2023-07-20 10:15:00",13,2023,201,10,15,3,13.46566,43.26179,1.527,39.40416,17.12179,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.8925
"2023-07-20 10:20:00",14,2023,201,10,20,3,13.45275,43.46716,1.881667,39.58921,17.06095,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",43.94008
"2023-07-20 10:25:00",15,2023,201,10,25,3,13.45071,43.67192,1.497667,39.693,16.95846,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.14465
"2023-07-20 10:30:00",16,2023,201,10,30,3,13.45347,43.87246,1.927,40.03623,16.48789,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.37648
"2023-07-20 10:35:00",17,2023,201,10,35,3,13.45446,44.0767,1.761667,39.97462,16.16919,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.55429
"2023-07-20 10:40:00",18,2023,201,10,40,3,13.45178,44.26399,1.6252,40.17275,15.90518,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.76237
"2023-07-20 10:45:00",19,2023,201,10,45,3,13.45337,44.45301,1.328733,40.19947,15.81028,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",44.97217
"2023-07-20 10:50:00",20,2023,201,10,50,3,13.42041,44.64859,1.5201,40.29634,15.74048,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.18848
"2023-07-20 10:55:00",21,2023,201,10,55,3,13.42004,44.8459,2.121667,40.72774,15.23848,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.36989
"2023-07-20 11:00:00",22,2023,201,11,0,3,13.40868,44.98688,1.828333,40.40611,15.8582,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",45.32222
