year,julian-day,standard-time,solar,rain,wind,T-air,T-soil,D-MD,GW,E-MD,P-PD,P-MD,K-plant,leaftemp
2023,228,8,229.21225382932164,0.0,2.265,36.5385,30.200000000000045,4.093675729163304,312.22222222222223,6.953333333333333,,,300.21183999999994,30.25388888888889
2023,228,9,305.2516411378556,0.0,1.76,38.7995,31.910000000000025,4.9081832706465995,312.22222222222223,6.953333333333333,,,300.21183999999994,33.39055555555555
2023,228,10,337.253829321663,0.0,2.01,40.1285,33.900000000000034,5.533995095335597,,,,,,35.21611111111111
2023,228,11,372.8118161925602,0.0,2.01,40.877,36.07000000000005,5.913210861347074,,,,,,35.781666666666666
2023,228,12,389.2231947483588,3.16,1.76,42.09,38.19,6.398816398254202,,,,1.913333333333333,,37.41833333333333
2023,228,13,377.4617067833698,0.0,1.76,43.148,40.120000000000005,6.87198503040557,,,,,,38.53666666666666
2023,228,14,332.33041575492337,0.0,1.51,43.269,41.650000000000034,6.963683274358317,,,,,,39.41555555555556
2023,228,15,271.60831509846827,0.0,1.26,44.0425,42.700000000000045,7.3495540964819455,173.33333333333334,9.037777777777778,,,368.64248,40.48222222222223
2023,228,16,119.8030634573304,0.0,1.76,41.9775,43.24000000000001,6.586527014981141,173.33333333333334,9.037777777777778,,,368.64248,40.827777777777776
2023,228,17,40.20787746170678,0.0,3.02,39.731,43.24000000000001,5.552492160312569,173.33333333333334,9.037777777777778,,,368.64248,37.55833333333333
2023,228,18,11.48796498905908,3.16,1.26,39.193,42.79000000000002,5.3701010084678975,,,,,,37.43333333333333
2023,228,19,0.0,0.0,2.265,36.5675,41.77000000000004,4.425242922293515,,,,,,36.065555555555555
2023,228,20,0.0,0.0,1.005,36.2135,40.04000000000002,4.238031554059264,,,,,,34.062777777777775
2023,228,21,0.0,0.0,0.25,35.985,38.360000000000014,4.179287644558549,,,,,,33.11388888888889
2023,228,22,0.0,0.0,0.0,35.609,36.89000000000004,4.053026783418042,,,,,,32.888333333333335
2023,228,23,0.0,0.0,0.25,34.361,35.450000000000045,3.714755307626365,,,,,,32.44555555555556
2023,229,0,0.0,3.16,0.0,33.6,34.09000000000003,3.45638773117887,,,,,,31.06555555555555
2023,229,1,0.0,0.0,0.25,33.274,32.900000000000034,3.2916809603117567,,,,,,29.571111111111108
2023,229,2,0.0,0.0,1.01,33.5605,31.80000000000001,3.3916313364834423,,,,,,31.177222222222227
2023,229,3,0.0,0.0,0.5,32.8465,30.80000000000001,3.198686433205204,,,0.615,,,31.451666666666668
2023,229,4,0.0,0.0,0.755,32.163,29.920000000000016,2.977004699696933,,,0.615,,,30.25388888888889
2023,229,5,1.3676148796498906,0.0,0.755,31.8035,29.120000000000005,2.924135846668966,,,0.615,,,29.799444444444443
2023,229,6,52.516411378555794,3.16,0.25,33.4445,28.44,3.243269637237455,,,,,,28.73388888888889
2023,229,7,137.58205689277898,0.0,0.5,35.1685,28.58000000000004,3.731400205655003,288.3333333333333,7.355,,,331.529895,28.43111111111111
2023,229,8,128.55579868708972,0.0,0.0,36.152,30.0,4.010926419409233,288.3333333333333,7.355,,,331.529895,29.541666666666668
2023,229,9,301.69584245076584,0.0,0.5,38.8545,31.79000000000002,4.9400818423510415,288.3333333333333,7.355,,,331.529895,30.804444444444446
2023,229,10,358.5886214442013,0.0,0.5,40.588,33.85000000000002,5.648061389986485,,,,,,33.86333333333333
2023,229,11,389.7702407002188,0.0,1.26,41.0795,36.110000000000014,6.004318667518437,,,,,,35.55611111111111
2023,229,12,394.1466083150984,3.16,1.76,42.639,38.29000000000002,6.780838429757196,,,,1.8633333333333333,,37.51611111111111
2023,229,13,368.9824945295405,0.0,2.015,43.404,40.25,7.1011148295322,,,,,,38.75833333333333
2023,229,14,319.20131291028446,0.0,2.015,44.2425,41.920000000000016,7.462922731902232,,,,,,39.69388888888889
2023,229,15,262.308533916849,0.0,2.01,43.89,43.120000000000005,7.391341167311831,103.33333333333331,6.095,,,281.72453,41.47
2023,229,16,185.9956236323851,0.0,2.52,44.4875,43.77000000000004,7.670109174961086,103.33333333333331,6.095,,,281.72453,42.18
2023,229,17,77.4070021881838,0.0,2.265,42.8945,43.82000000000005,7.05261845958158,103.33333333333331,6.095,,,281.72453,40.66888888888889
2023,229,18,15.86433260393873,3.16,2.01,41.679,43.39000000000004,6.5605315194148135,,,,,,38.641666666666666
2023,229,19,0.0,0.0,2.515,38.4225,42.360000000000014,5.202953533602756,,,,,,38.705555555555556
2023,229,20,0.0,0.0,1.51,37.9625,40.68000000000001,4.7940028608691625,,,,,,36.52722222222222
2023,229,21,0.0,0.0,1.51,37.4255,39.09000000000003,4.646763389726358,,,,,,35.406111111111116
2023,229,22,0.0,0.0,2.77,36.742,37.69,4.548140662148984,,,,,,35.71277777777778
2023,229,23,0.0,0.0,2.265,35.6095,36.33000000000004,4.149156733396608,,,,,,35.02222222222222
2023,230,0,0.0,1.58,4.025,34.006,35.04000000000002,3.5063086199129736,,,,,,33.87277777777778
2023,230,1,0.0,0.0,2.765,32.9495,33.900000000000034,3.1444729158703133,,,,,,32.84166666666667
2023,230,2,0.0,0.0,0.755,32.4455,32.77000000000004,3.071191306699899,,,,,,31.37611111111111
2023,230,3,0.0,0.0,1.26,31.8935,31.680000000000007,2.9107011092872224,,,,,,30.279444444444444
2023,230,4,0.0,0.0,1.76,31.0265,30.710000000000036,2.5975482041268023,,,,,,30.043333333333333
2023,230,5,0.2735229759299781,0.0,1.01,30.912,29.920000000000016,2.4867291084665304,,,,,,29.536666666666665
2023,230,6,22.70240700218818,1.58,2.015,30.5075,29.28000000000003,2.3775022860258703,,,,,,29.086666666666662
2023,230,7,44.857768052516406,0.0,3.27,30.7985,29.430000000000007,2.437353735822798,,,,,,28.595000000000002
2023,230,8,67.56017505470459,0.0,2.01,31.9325,30.5,2.725184856594426,,,,,,28.529444444444444
2023,230,9,70.84245076586433,0.0,1.76,32.3295,31.710000000000036,2.854863480819789,,,,,,28.866666666666667
2023,230,10,88.62144420131291,0.0,0.755,33.0535,33.03000000000003,2.998809129550498,,,,,,28.838333333333335
2023,230,11,196.38949671772428,0.0,0.755,35.365,34.52000000000004,3.582632910200519,,,,,,29.288333333333338
2023,230,12,330.1422319474836,1.58,1.005,37.991,36.02000000000004,4.509806255319199,,,,,,31.484444444444446
2023,230,13,382.3851203501094,0.0,1.51,39.4315,37.420000000000016,5.073945616926463,,,,,,34.67055555555555
