year,julian-day,standard-time,solar,rain,wind,T-air,T-soil,D-MD,GW,E-MD,P-PD,P-MD,K-plant
2023,260,23,0.0,0.0,0.505,30.342,28.54000000000002,3.45687599623557,,,,,
2023,261,0,0.0,6.32,0.0,27.8645,27.30000000000001,2.766840930964567,,,,,
2023,261,1,0.0,0.0,2.01,29.6915,26.210000000000036,3.259279471627735,,,,,
2023,261,2,0.0,0.0,0.505,26.3545,25.19,2.516818061081255,,,,,
2023,261,3,0.0,0.0,0.0,24.207,24.25,2.03972206944217,,,,,
2023,261,4,0.0,0.0,0.0,23.3165,23.430000000000007,1.825888665397691,,,,,
2023,261,5,0.0,0.0,0.25,23.533,22.54000000000002,1.8324840860558245,,,,,
2023,261,6,27.35229759299781,6.32,0.25,24.8965,21.670000000000016,2.023262626088973,,,,,
2023,261,7,121.71772428884026,0.0,0.755,27.521,21.340000000000032,2.4949291640120337,,,,,
2023,261,8,214.44201312910283,0.0,1.26,30.4995,22.600000000000023,3.1561758200603585,,,,,
2023,261,9,292.1225382932166,0.0,0.755,32.652,24.470000000000027,3.716701464204809,,,,,
2023,261,10,348.4682713347921,0.0,0.5,34.36,26.590000000000032,4.235889049769557,,,,,
2023,261,11,376.6411378555798,0.0,1.26,35.53,28.879999999999995,4.620608461228004,,,,,
2023,261,12,375.8205689277899,6.32,2.01,36.4985,31.07000000000005,5.001271872782261,,,,,
2023,261,13,346.55361050328224,0.0,2.52,37.083,32.960000000000036,5.371606732717108,,,,,
2023,261,14,289.9343544857768,0.0,1.76,37.853,34.52000000000004,5.591185078907347,,,,,
2023,261,15,213.34792122538292,0.0,2.01,37.535,35.60000000000002,5.4567961663910065,,,,,
2023,261,16,129.64989059080963,0.0,2.77,36.7835,36.150000000000034,5.197697716079285,,,,,
2023,261,17,45.95185995623632,0.0,2.265,35.358,36.129999999999995,4.800825854612011,,,,,
2023,261,18,2.1881838074398248,6.32,1.765,33.029,35.39000000000004,4.24499632856515,,,,,
2023,261,19,0.0,0.0,1.01,31.5235,33.48000000000002,3.838982398359094,,,,,
2023,261,20,0.0,0.0,0.755,30.622,31.56,3.611668555655572,,,,,
2023,261,21,0.0,0.0,0.755,30.421,29.78000000000003,3.639974624299997,,,,,
2023,261,22,0.0,0.0,0.5,29.578,28.210000000000036,3.383072278101773,,,,,
2023,261,23,0.0,0.0,0.0,25.939,26.78000000000003,2.564655232867728,,,,,
2023,262,0,0.0,6.32,0.0,25.659,25.49000000000001,2.451610195946552,,,,,
2023,262,1,0.0,0.0,0.0,24.0865,24.350000000000023,2.1240290836724474,,,,,
2023,262,2,0.0,0.0,0.0,23.774,23.350000000000023,2.027096833730196,,,,,
2023,262,3,0.0,0.0,0.0,22.585,22.480000000000015,1.8481604802240892,,,,,
2023,262,4,0.0,0.0,0.0,22.5735,21.700000000000045,1.8057983337097447,,,,,
2023,262,5,0.0,0.0,0.0,22.2015,20.890000000000043,1.7613901645598813,,,,,
2023,262,6,28.172866520787743,6.32,0.25,23.0535,20.120000000000005,1.847834293234106,,,,,
2023,262,7,123.08533916849017,0.0,1.26,25.7215,19.860000000000017,2.2953430819505978,,,,,
2023,262,8,214.16849015317285,0.0,1.76,28.21,21.200000000000045,2.846066004153829,,,,,
2023,262,9,291.57549234135666,0.0,1.51,30.6475,23.06,3.321764454500123,,,,,
2023,262,10,347.1006564551422,0.0,1.26,33.3005,25.180000000000007,3.97738479425168,,,,,
2023,262,11,375.2735229759299,0.0,1.01,33.9975,27.480000000000015,4.172580421978064,,,,,
2023,262,12,374.72647702407,6.32,1.76,34.651,29.710000000000036,4.426297586320952,,,,,
2023,262,13,345.45951859956233,0.0,2.01,36.296,31.700000000000045,5.151589620655297,,,,,
2023,262,14,289.6608315098468,0.0,1.51,36.742,33.400000000000034,5.489348804622294,,,,,
2023,262,15,215.53610503282275,0.0,1.26,37.3155,34.620000000000005,5.788200356606164,,,,,
2023,262,16,129.9234135667396,0.0,1.01,36.688,35.29000000000002,5.612094649311647,,,,,
2023,262,17,44.58424507658643,0.0,1.01,35.346,35.370000000000005,5.190522245670864,,,,,
2023,262,18,1.9146608315098468,6.32,0.5,32.2935,34.56,4.266349415629919,,,,,
2023,262,19,0.0,0.0,0.5,30.369,32.69,3.657340071678236,,,,,
2023,262,20,0.0,0.0,1.01,30.079,30.82000000000005,3.498973574461157,,,,,
2023,262,21,0.0,0.0,0.755,28.558,29.08000000000004,3.167867399905603,,,,,
2023,262,22,0.0,0.0,0.0,25.382,27.54000000000002,2.4634791924912305,,,,,
2023,262,23,0.0,0.0,0.0,24.92,26.160000000000025,2.3146430139781713,,,,,
2023,263,0,0.0,6.32,0.0,23.749,24.920000000000016,2.178388757441281,,,,,
2023,263,1,0.0,0.0,0.0,22.3335,23.83000000000004,1.9752868313823864,,,,,
2023,263,2,0.0,0.0,0.0,21.9865,22.879999999999995,1.9035863539813485,,,,,
2023,263,3,0.0,0.0,0.505,23.389,22.05000000000001,2.1244440556236053,,,0.391,,
2023,263,4,0.0,0.0,0.755,22.9925,21.31,2.107840692625225,,,0.391,,
2023,263,5,0.0,0.0,1.01,23.292,20.610000000000017,2.1349188591217416,,,0.391,,
2023,263,6,4.649890590809628,6.32,0.5,22.956,19.980000000000015,2.070960682331648,,,,,
2023,263,7,25.71115973741794,0.0,0.755,23.533,19.82000000000005,2.10960559075627,,,,,
2023,263,8,50.601750547045945,0.0,0.755,25.138,21.15000000000003,2.3608865194884667,,,,,
2023,263,9,70.84245076586433,0.0,1.005,26.4635,22.90000000000003,2.6090764258204593,,,,,
2023,263,10,232.49452954048135,0.0,1.76,29.394,24.840000000000032,3.173151934191208,,,,,
2023,263,11,380.4704595185995,0.0,1.26,32.783,26.910000000000025,4.002756728883608,,,,,
2023,263,12,369.8030634573304,6.32,1.01,34.7585,28.910000000000025,4.588779698080279,,,,1.964,
2023,263,13,312.36323851203497,0.0,2.015,35.3285,30.700000000000045,4.798747880088819,,,,,
2023,263,14,326.85995623632385,0.0,1.76,36.838,32.07000000000005,5.2723174346781025,,,,,
2023,263,15,210.0656455142232,0.0,1.51,37.0695,33.01000000000005,5.405480278313927,140.0,5.84,,,268.742907
2023,263,16,92.17724288840262,0.0,1.76,36.229,33.55000000000001,5.238072031521288,140.0,5.84,,,268.742907
2023,263,17,21.60831509846827,0.0,2.015,35.0085,33.73000000000002,4.92294623291245,140.0,5.84,,,268.742907
2023,263,18,1.9146608315098468,6.32,1.26,33.4955,33.26000000000005,4.567006142433446,,,,,
2023,263,19,0.0,0.0,1.01,32.4355,31.90000000000003,4.278715750587942,,,,,
2023,263,20,0.0,0.0,0.5,29.631,30.370000000000005,3.451596652476124,,,,,
2023,263,21,0.0,0.0,0.755,29.641,28.879999999999995,3.4182373896263316,,,,,
2023,263,22,0.0,0.0,0.0,26.1705,27.55000000000001,2.7443587143721255,,,,,
2023,263,23,0.0,0.0,0.25,24.619,26.340000000000032,2.369424800911237,,,,,
2023,264,0,0.0,6.32,0.755,25.4765,25.24000000000001,2.5034282288810665,,,,,
2023,264,1,0.0,0.0,0.25,24.134,24.260000000000048,2.25645447759965,,,,,
2023,264,2,0.0,0.0,0.5,22.489,23.340000000000032,1.9354826510471568,,,,,
2023,264,3,0.0,0.0,0.25,21.318,22.5,1.736027917518336,,,0.41600000000000004,,
2023,264,4,0.0,0.0,0.0,20.424,21.75,1.5963102217642675,,,0.41600000000000004,,
2023,264,5,0.0,0.0,0.0,20.222,21.0,1.5990328102049896,,,0.41600000000000004,,
2023,264,6,28.7199124726477,6.32,0.25,21.068,20.29000000000002,1.6758777240496336,,,,,
2023,264,7,122.5382932166302,0.0,0.5,24.039,20.07000000000005,2.1149887208996905,204.0,5.585,,,255.26803199999998
2023,264,8,213.6214442013129,0.0,0.5,28.263,21.420000000000016,2.929729522515988,204.0,5.585,,,255.26803199999998
2023,264,9,290.20787746170674,0.0,1.005,30.4575,23.230000000000015,3.4928783394602743,204.0,5.585,,,255.26803199999998
2023,264,10,346.2800875273523,0.0,2.01,32.266,25.210000000000036,3.8661179534369903,,,,,
2023,264,11,373.0853391684901,0.0,2.01,32.756,27.33000000000004,4.01157820270187,,,,,
2023,264,12,371.71772428884026,6.32,2.265,33.601,29.370000000000005,4.315520448823814,,,,1.9486666666666668,
2023,264,13,341.90371991247264,0.0,2.015,35.3165,31.170000000000016,4.8041602558800856,,,,,
2023,264,14,274.890590809628,0.0,2.265,35.2625,32.700000000000045,4.844097676351323,,,,,
2023,264,15,197.75711159737415,0.0,1.255,35.115,33.79000000000002,4.833103500834614,100.0,4.3740000000000006,,,209.776854
2023,264,16,126.64113785557986,0.0,1.01,35.9045,34.370000000000005,5.098295188109007,100.0,4.3740000000000006,,,209.776854
2023,264,17,27.62582056892779,0.0,1.005,34.0455,34.420000000000016,4.55463571545928,100.0,4.3740000000000006,,,209.776854
2023,264,18,1.3676148796498906,6.32,0.755,33.079,33.75,4.188671505250449,,,,,
2023,264,19,0.0,0.0,1.51,32.704,31.99000000000001,4.02461269840911,,,,,
2023,264,20,0.0,0.0,0.25,29.556,30.210000000000036,3.2298154631424625,,,,,
2023,264,21,0.0,0.0,0.0,28.891,28.53000000000003,3.0165526303736634,,,,,
2023,264,22,0.0,0.0,0.25,27.801,27.05000000000001,2.760345964550768,,,,,
2023,264,23,0.0,0.0,0.5,27.678,25.700000000000045,2.7981129285503035,,,,,
2023,265,0,0.0,6.32,0.0,24.8465,24.480000000000015,2.2087546625156413,,,,,
2023,265,1,0.0,0.0,0.0,23.593,23.40000000000003,2.035703392681328,,,,,
2023,265,2,0.0,0.0,0.0,23.569,22.430000000000007,2.015312777562389,,,,,
2023,265,3,0.0,0.0,0.0,22.908,21.56,1.894500248566425,,,0.466,,
2023,265,4,0.0,0.0,0.0,21.7595,20.79000000000002,1.7458000225403705,,,0.466,,
2023,265,5,0.0,0.0,0.0,21.437,20.200000000000045,1.6899754950240995,,,0.466,,
2023,265,6,12.85557986870897,6.32,0.5,21.915,19.74000000000001,1.7190539124173565,,,,,
2023,265,7,50.601750547045945,0.0,0.25,23.5205,19.700000000000045,1.8441519461131652,188.0,4.25,,,207.405276
2023,265,8,166.84901531728664,0.0,0.755,26.796,21.100000000000023,2.2307260838386784,188.0,4.25,,,207.405276
2023,265,9,252.46170678336975,0.0,1.01,30.0915,22.90000000000003,3.192089990969681,188.0,4.25,,,207.405276
2023,265,10,359.6827133479212,0.0,1.26,32.253,24.890000000000043,3.967042752474351,,,,,
2023,265,11,302.5164113785558,0.0,1.005,33.406,27.07000000000005,4.397440078873057,,,,,
2023,265,12,366.2472647702407,6.32,1.26,35.0365,29.200000000000045,4.953128312459351,,,,1.918,
2023,265,13,322.4835886214442,0.0,1.51,34.952,31.110000000000017,4.938447603355083,,,,,
2023,265,14,292.1225382932166,0.0,1.26,35.9985,32.77000000000004,5.237644543536142,,,,,
2023,265,15,134.8468271334792,0.0,1.76,35.105,34.0,5.022857948679236,,,,,
2023,265,16,77.13347921225382,0.0,2.015,34.5055,34.68000000000001,4.8122575952370825,,,,,
2023,265,17,30.08752735229759,0.0,2.265,33.418,34.860000000000014,4.511177235155663,,,,,
2023,265,18,0.5470459518599562,6.32,1.26,32.3555,34.35000000000002,4.164801873008215,,,,,
2023,265,19,0.0,0.0,0.755,31.74,32.75,3.945010333012792,,,,,
2023,265,20,0.0,0.0,0.505,30.584,31.08000000000004,3.6082231899427537,,,,,
2023,265,21,0.0,0.0,1.01,30.862,29.49000000000001,3.694943774208452,,,,,
2023,265,22,0.0,0.0,0.0,27.1615,28.090000000000032,2.8516069909786164,,,,,
2023,265,23,0.0,0.0,0.0,25.951,26.75,2.5027764844530154,,,,,
